Issue type,Issue name,Severity,Component,Behavior,Issue description,Affected page,Guideline(s),HTML snippet,CSS selector,Needs review,Needs Review Status,Best practice,How to fix this issue,Issue link,Timestamp,Issue status
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[11px].sm:text-xs.text-red-800,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/grievance/complaints-data,SC 1.4.3,"<p class=""text-[11px] sm:text-xs text-red-800""><strong>Important Notice:</strong> Providing a false declaration while accessing this website will make the person solely responsible for any legal and financial consequences arising from the use of information contained herein.</p>",.sm\:text-xs,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=p%23text-%5B11px%5D.sm%3Atext-xs.text-red-800&activeBehaviorValue=&activeIssueId=1042407150,2026-05-15 10:09:37 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/grievance/complaints-data,SC 1.4.3,"<span id=""residency-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042407151,2026-05-15 10:09:37 UTC,visible
scrollable-region-focusable,Scrollable region must have keyboard access,serious,div#overflow-x-auto.rounded-lg.border.border-primary/10,,Ensure elements that have scrollable content are accessible by keyboard.,https://trivantagecapital.vercel.app/grievance/complaints-data,"SC 2.1.1, SC 2.1.3","<div class=""overflow-x-auto rounded-lg border border-primary/10"">",div > .overflow-x-auto.rounded-lg.border,False,Confirmed Issue,False,"Fix any of the following:
  Element should have focusable content
  Element should be focusable",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeViolationId=66305&activeComponentId=div%23overflow-x-auto.rounded-lg.border.border-primary%2F10&activeBehaviorValue=&activeIssueId=1042407152,2026-05-15 10:09:37 UTC,visible
aria-valid-attr-value,ARIA attributes must conform to valid values,critical,button#text-primary/80.hover:text-primary.text-[13px].font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5,,Ensure all ARIA attributes have valid values.,https://trivantagecapital.vercel.app/regulatory,SC 4.1.2,"<button type=""button"" aria-expanded=""false"" aria-haspopup=""true"" aria-controls=""about-menu"" class=""text-primary/80 hover:text-primary text-[13px] font-semibold transition-colors uppercase tracking-widest flex items-center gap-1.5"">","button[aria-haspopup=""true""]",True,Pending Review,False,"Fix all of the following:
  Unable to determine if aria-controls referenced ID exists on the page while using aria-haspopup: aria-controls=""about-menu""",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66239&activeComponentId=button%23text-primary%2F80.hover%3Atext-primary.text-%5B13px%5D.font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5&activeBehaviorValue=&activeIssueId=1042407241,2026-05-15 10:09:38 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/regulatory,SC 1.4.3,"<span id=""residency-non-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-non-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042407242,2026-05-15 10:09:38 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[11px].sm:text-xs.text-red-800,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/regulatory,SC 1.4.3,"<p class=""text-[11px] sm:text-xs text-red-800""><strong>Important Notice:</strong> Providing a false declaration while accessing this website will make the person solely responsible for any legal and financial consequences arising from the use of information contained herein.</p>",.sm\:text-xs,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=p%23text-%5B11px%5D.sm%3Atext-xs.text-red-800&activeBehaviorValue=&activeIssueId=1042407243,2026-05-15 10:09:38 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/regulatory,SC 1.4.3,"<span id=""residency-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042407244,2026-05-15 10:09:38 UTC,visible
aria-valid-attr-value,ARIA attributes must conform to valid values,critical,button#text-primary/80.hover:text-primary.text-[13px].font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5,,Ensure all ARIA attributes have valid values.,https://trivantagecapital.vercel.app/careers,SC 4.1.2,"<button type=""button"" aria-expanded=""false"" aria-haspopup=""true"" aria-controls=""about-menu"" class=""text-primary/80 hover:text-primary text-[13px] font-semibold transition-colors uppercase tracking-widest flex items-center gap-1.5"">",.gap-1\.5,True,Pending Review,False,"Fix all of the following:
  Unable to determine if aria-controls referenced ID exists on the page while using aria-haspopup: aria-controls=""about-menu""",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66239&activeComponentId=button%23text-primary%2F80.hover%3Atext-primary.text-%5B13px%5D.font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5&activeBehaviorValue=&activeIssueId=1042407481,2026-05-15 10:09:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[11px].sm:text-xs.text-red-800,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/careers,SC 1.4.3,"<p class=""text-[11px] sm:text-xs text-red-800""><strong>Important Notice:</strong> Providing a false declaration while accessing this website will make the person solely responsible for any legal and financial consequences arising from the use of information contained herein.</p>",.sm\:text-xs,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=p%23text-%5B11px%5D.sm%3Atext-xs.text-red-800&activeBehaviorValue=&activeIssueId=1042407482,2026-05-15 10:09:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/careers,SC 1.4.3,"<span id=""residency-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042407483,2026-05-15 10:09:41 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/careers,SC 1.4.3,"<span id=""residency-non-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-non-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042407484,2026-05-15 10:09:41 UTC,visible
aria-valid-attr-value,ARIA attributes must conform to valid values,critical,button#text-primary/80.hover:text-primary.text-[13px].font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5,,Ensure all ARIA attributes have valid values.,https://trivantagecapital.vercel.app/about/shridhar,SC 4.1.2,"<button type=""button"" aria-expanded=""false"" aria-haspopup=""true"" aria-controls=""about-menu"" class=""text-primary/80 hover:text-primary text-[13px] font-semibold transition-colors uppercase tracking-widest flex items-center gap-1.5"">",.gap-1\.5,True,Pending Review,False,"Fix all of the following:
  Unable to determine if aria-controls referenced ID exists on the page while using aria-haspopup: aria-controls=""about-menu""",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66239&activeComponentId=button%23text-primary%2F80.hover%3Atext-primary.text-%5B13px%5D.font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5&activeBehaviorValue=&activeIssueId=1042407634,2026-05-15 10:09:44 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[11px].sm:text-xs.text-red-800,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/shridhar,SC 1.4.3,"<p class=""text-[11px] sm:text-xs text-red-800""><strong>Important Notice:</strong> Providing a false declaration while accessing this website will make the person solely responsible for any legal and financial consequences arising from the use of information contained herein.</p>",.sm\:text-xs,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=p%23text-%5B11px%5D.sm%3Atext-xs.text-red-800&activeBehaviorValue=&activeIssueId=1042407635,2026-05-15 10:09:44 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/shridhar,SC 1.4.3,"<span id=""residency-non-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-non-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042407636,2026-05-15 10:09:44 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/shridhar,SC 1.4.3,"<span id=""residency-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042407637,2026-05-15 10:09:44 UTC,visible
aria-valid-attr-value,ARIA attributes must conform to valid values,critical,button#text-primary/80.hover:text-primary.text-[13px].font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5,,Ensure all ARIA attributes have valid values.,https://trivantagecapital.vercel.app/about/avadhoot,SC 4.1.2,"<button type=""button"" aria-expanded=""false"" aria-haspopup=""true"" aria-controls=""about-menu"" class=""text-primary/80 hover:text-primary text-[13px] font-semibold transition-colors uppercase tracking-widest flex items-center gap-1.5"">",.gap-1\.5,True,Pending Review,False,"Fix all of the following:
  Unable to determine if aria-controls referenced ID exists on the page while using aria-haspopup: aria-controls=""about-menu""",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66239&activeComponentId=button%23text-primary%2F80.hover%3Atext-primary.text-%5B13px%5D.font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5&activeBehaviorValue=&activeIssueId=1042407678,2026-05-15 10:09:46 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/avadhoot,SC 1.4.3,"<span id=""residency-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042407679,2026-05-15 10:09:46 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[11px].sm:text-xs.text-red-800,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/avadhoot,SC 1.4.3,"<p class=""text-[11px] sm:text-xs text-red-800""><strong>Important Notice:</strong> Providing a false declaration while accessing this website will make the person solely responsible for any legal and financial consequences arising from the use of information contained herein.</p>",.sm\:text-xs,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=p%23text-%5B11px%5D.sm%3Atext-xs.text-red-800&activeBehaviorValue=&activeIssueId=1042407680,2026-05-15 10:09:46 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/avadhoot,SC 1.4.3,"<span id=""residency-non-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-non-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042407681,2026-05-15 10:09:46 UTC,visible
aria-valid-attr-value,ARIA attributes must conform to valid values,critical,button#text-primary/80.hover:text-primary.text-[13px].font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5,,Ensure all ARIA attributes have valid values.,https://trivantagecapital.vercel.app/invest/payment,SC 4.1.2,"<button type=""button"" aria-expanded=""false"" aria-haspopup=""true"" aria-controls=""about-menu"" class=""text-primary/80 hover:text-primary text-[13px] font-semibold transition-colors uppercase tracking-widest flex items-center gap-1.5"">",.gap-1\.5,True,Pending Review,False,"Fix all of the following:
  Unable to determine if aria-controls referenced ID exists on the page while using aria-haspopup: aria-controls=""about-menu""",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66239&activeComponentId=button%23text-primary%2F80.hover%3Atext-primary.text-%5B13px%5D.font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5&activeBehaviorValue=&activeIssueId=1042407901,2026-05-15 10:09:50 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/invest/payment,SC 1.4.3,"<span id=""residency-non-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-non-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042407902,2026-05-15 10:09:50 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[11px].sm:text-xs.text-red-800,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/invest/payment,SC 1.4.3,"<p class=""text-[11px] sm:text-xs text-red-800""><strong>Important Notice:</strong> Providing a false declaration while accessing this website will make the person solely responsible for any legal and financial consequences arising from the use of information contained herein.</p>",.sm\:text-xs,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=p%23text-%5B11px%5D.sm%3Atext-xs.text-red-800&activeBehaviorValue=&activeIssueId=1042407903,2026-05-15 10:09:50 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/invest/payment,SC 1.4.3,"<span id=""residency-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042407904,2026-05-15 10:09:50 UTC,visible
link-in-text-block,Links must be distinguishable without relying on color,serious,a#inline-flex.items-center.gap-2.text-sm.text-primary/70.hover:text-primary.transition-colors.mb-10,,Ensure links are distinguished from surrounding text in a way that does not rely on color.,https://trivantagecapital.vercel.app/invest/payment,SC 1.4.1,"<a class=""inline-flex items-center gap-2 text-sm text-primary/70 hover:text-primary transition-colors mb-10"" href=""/invest""><span class=""material-symbols-outlined text-base"" aria-hidden=""true"">arrow_back</span>Back to Invest With Us</a>",.inline-flex,True,Pending Review,False,"Fix all of the following:
  Element's contrast ratio could not be determined because of element overlap",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66287&activeComponentId=a%23inline-flex.items-center.gap-2.text-sm.text-primary%2F70.hover%3Atext-primary.transition-colors.mb-10&activeBehaviorValue=&activeIssueId=1042407905,2026-05-15 10:09:50 UTC,visible
aria-valid-attr-value,ARIA attributes must conform to valid values,critical,button#text-primary/80.hover:text-primary.text-[13px].font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5,,Ensure all ARIA attributes have valid values.,https://trivantagecapital.vercel.app/about/ashish,SC 4.1.2,"<button type=""button"" aria-expanded=""false"" aria-haspopup=""true"" aria-controls=""about-menu"" class=""text-primary/80 hover:text-primary text-[13px] font-semibold transition-colors uppercase tracking-widest flex items-center gap-1.5"">",.gap-1\.5,True,Pending Review,False,"Fix all of the following:
  Unable to determine if aria-controls referenced ID exists on the page while using aria-haspopup: aria-controls=""about-menu""",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66239&activeComponentId=button%23text-primary%2F80.hover%3Atext-primary.text-%5B13px%5D.font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5&activeBehaviorValue=&activeIssueId=1042408591,2026-05-15 10:09:55 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/ashish,SC 1.4.3,"<span id=""residency-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042408592,2026-05-15 10:09:55 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/ashish,SC 1.4.3,"<span id=""residency-non-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-non-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042408593,2026-05-15 10:09:55 UTC,visible
